doc_id,title,text
76,Besluit+geanonimiseerde+getuigenverklaringen+dossier+2007885.pdf,"File id: 76 File title: Besluit+geanonimiseerde+getuigenverklaringen+dossier+2007885.pdf.


 Op 24 augustus 2021 is een verzoek ingediend om openbaarmaking van geanonimiseerde getuigenverklaringen inzake dossier 2007885.


 Wet openbaarheid van bestuur Bij brief van 30 augustus 2021 is het verzoek aangemerkt als een verzoek in gevolge de Wet openbaarheid van bestuur (hierna: Wob).


 Datum: 13 april 2022 Hoogachtend,de Minister van Sociale Zaken en Werkgelegenheid, namens deze, Dit is een beschikking in de zin van artikel 1:3, tweede lid, van de Awb.


"
107,besluit-wob-regeling-overdrachtsbelasting.pdf,"File id: 107 File title: besluit-wob-regeling-overdrachtsbelasting.pdf.


 Per e-mail: 17 januari 2021 Datum 4 april 2022 


 , In uw email van 17 januari 2021 heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om informatie over de Regeling Overdrachtsbelasting, verruiming termijn bij doorverkoop.


 U vraagt documenten “die betrekking hebben op onderstaande vragen:  Op basis van welke afwegingen is de beslissing genomen om deze termijn te verruimen naar 36 maanden?


  Wat zijn de achtergronden/redenen geweest voor de totstandkoming van de regeling Overdrachtsbelasting, verruiming termijn bij doorverkoop.” De ontvangst van uw verzoek heb ik u schriftelijk bevestigd bij brief van 21 januari 2021, met kenmerk 2021-0000011999.


 Met deze brief is de beslistermijn met vier weken verdaagd tot 15 maart 2021.


"
114,besluit-wob-verzoek-verkenning-ai-toepassingen-door-douane.pdf,"File id: 114 File title: besluit-wob-verzoek-verkenning-ai-toepassingen-door-douane.pdf.


 Uw brief (kenmerk) 1 augustus 2021 


 Datum 25 maart 2022 


 , In uw email van 1 augustus 2021 heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om informatie over AI- toepassingen door de Douane.


 De ontvangst van uw verzoek heb ik u schriftelijk bevestigd op 10 augustus 2021, met kenmerk 2021-0000164560.


 In diezelfde brief is de beslistermijn met vier weken verdaagd tot 27 augustus 2021.


 In augustus 2021 heeft u met de woordvoerder van Douane telefonisch gesproken over de inhoud van uw Wob-verzoek en is aangeboden u een presentatie te geven omtrent AI.


 Op 2 november 2021 heeft u met een woordvoerder telefonisch gesproken over de voortgang van uw Wob-verzoek.


 Op 30 november 2021 heeft u wegens het niet tijdig Directie Juridische Zaken beslissen een ingebrekestelling ingediend.


 De ontvangst van uw ingebrekestelling is op 1 december 2021 bevestigd.


"
78,Besluit+op+Wob-Woo-verzoek+over+informatie+diertelgegevens.pdf,"File id: 78 File title: Besluit+op+Wob-Woo-verzoek+over+informatie+diertelgegevens.pdf.


 5.1,2,E www.rvo.nl Contactpersoon5.1,2,E Woo-medewerker T 0880 42 4242 


 Onze referentie Datum 12 oktober 2022 Wob/2022/039 


  5.1,2,E 2 Op 25 februari 2022 heb ik uw gegevensverzoek ontvangen waarin u vraagt om openbaarmaking van informatie.


 Uw verzoek U vraagt om openbaarmaking van diertelgegevens van de hoofdcategorie Rundvee uit het Identificatie en Registratiesysteem (hierna te noemen I&R), op de eerste dag van de maand, van de locaties Zuidwending 52 en Zuidwending 52a te Veendam, over de periode 2015 tot en met 2022.


 ProcedureDe ontvangst van uw verzoek is digitaal bevestigd op 25 februari 2022.


 Wettelijk kader Op 1 mei 2022 is de Wet openbaarheid van bestuur (hierna te noemen Wob) ingetrokken en vervangen door de Wet open overheid (hierna te noemen Woo).


 12 oktober 2022 Onze referentie Besluit Wob/2022/039 Ik heb besloten de informatie die u vraagt openbaar te maken.


 De vertrouwelijkheid van de Datum informatie die aan de overheid is verstrekt, kan bijvoorbeeld blijken uit een 12 oktober 2022 expliciete verklaring.


 Met vriendelijke groet, Rijksdienst voor Ondernemend Nederland Vergunningen en handhaving De Minister van Landbouw, Natuur en Voedselkwaliteit, namens deze: Datum12 oktober 2022 Onze referentie 5.1,2,E Wob/2022/039 Teammanager Vergunningen en handhaving Rijksdienst voor Ondernemend Nederland Bijlagen:- Bijlage 1: Relevante artikelen uit de Woo - Bijlage 2: Inventarislijst opgevraagde gegevens 


"
11,200875-wobbesluit-afgeschoten-edelherten-oostvaardersplassen-v2.pdf,"File id: 11 File title: 200875-wobbesluit-afgeschoten-edelherten-oostvaardersplassen-v2.pdf.


 Datum: 5 april 2022 


 Betreft: Wob-besluit 20-0875 


  heer/mevrouw Bij e-mail van 20 november 2020 heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om van informatie naar aanleiding van de, in 2019, afgeschoten edelherten in Oostvaardersplassen, waarbij er ongeveer 1250 edelherten voor menselijke consumptie zijn aangeboden door een onderneming.


 De ontvangst van uw verzoek is bevestigd bij e-mail van 23 november 2020 met kenmerk 20-0875.


 Bij brief van 14 december 2020 is de beslistermijn met vier weken verdaagd.


 En gezien het feit dat het afschieten van edelherten in Oostvaardersplassen mag doorgaan tot 31 december 2023 zijn er nieuwe incidenten niet uitgesloten.


"
8,1e_deelbesluit_op_Woo-verzoek_over_Nationaal_Platform_Leren_en_Ontwikkelen__NPLO_.pdf,"File id: 8 File title: 1e_deelbesluit_op_Woo-verzoek_over_Nationaal_Platform_Leren_en_Ontwikkelen__NPLO_.pdf.


 Datum 14 september 2022 


 Geachte , In uw e-mail van 3 augustus 2022 heeft u mijn ministerie verzocht om een extra zoekslag te verrichten en aanvullende documenten te verstrekken die per abuis zouden ontbreken bij de afhandeling van uw eerdere verzoek (2022-018).


 Uw verzoek is op 18 augustus 2022 in behandeling genomen.


 Op 12 september 2022 is u bericht dat uw 11 vragen in ieder geval 2 documenten hebben opgeleverd die nog niet zijn beoordeeld.


 Hoewel er nog wordt bezien of er nog meer documenten zijn die moeten worden beoordeeld, wordt gelet op uw informatiebehoefte bij dezen alvast een deelbesluit genomen over de 2 reeds aangetroffen documenten: • Een programmaplan versie 0.4 van 26 september 2021.


 • Een beslisdocument voor de stuurgroep van september 2021 m.b.t.


"
37,2022-38-woo-besluit-over-totstandkoming-geluidsnorm-windturbines.pdf,"File id: 37 File title: 2022-38-woo-besluit-over-totstandkoming-geluidsnorm-windturbines.pdf.


 Den Haag 2500 EX Contactpersoon Woo-verzoeken-artikel4.1@minienw.nl Datum 20 juni 2022 Kenmerk 


  Met uw verzoek van 27 mei 2022 heeft u mij gevraagd om documenten openbaar te maken inzake de totstandkoming van de geluidsnorm voor windturbines.


 Verloop procedure De ontvangst van uw verzoek is schriftelijk bevestigd per brief op 27 mei 2022 met het kenmerk 2022-38.


 Over uw verzoek heeft u op 10 juni 2022 een digitaal overleg gehad met twee medewerkers van het Ministerie van Infrastructuur en Waterstaat.


"
22,2021-56-besluit.pdf,"File id: 22 File title: 2021-56-besluit.pdf.


 Waterkwaliteit, Ondergrond en Marien Postbus 20901 Den Haag 2500 EX Contactpersoon wob-loket@minienw.nl Ons kenmerk IENW/BSK-2022/18711 Datum 10 maart 2022 Betreft Wob-verzoek 2021-56 Geachte , In uw e-mail van 21 september 2021 heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om documenten met betrekking tot de collectieve zuivering afvalwater gewasbeschermingsmiddelen afvalwaterzuiveringsinstallatie Nieuwe Waterweg in de gemeente Westland.


 Verloop van de procedure De ontvangst van uw verzoek is schriftelijk bevestigd bij e-mail van 22 september 2021.


 Over dit verzoek hebt u op 1 oktober 2021 contact gehad met een medewerker van het ministerie.


 In de e-mail van 1 oktober 2021 is aan u de volgende link naar het rapport toegestuurd: https://www.rivm.nl/publicaties/risicogrenzen-voor-bromaat-in-oppervlaktewater-afleiding-volgens-methodiek-van#abstracten Bij e-mail van 19 oktober 2021 is de beslistermijn op uw verzoek met vier weken verdaagd.


 Bij e-mail van 15 november 2021 is aan u medegedeeld dat de beslistermijn is opgeschort met twee weken vanwege het vragen van zienswijzen aan derden.


 Bij e-mail van 30 november 2021 is aan u medegedeeld dat de opschorting is geëindigd en de beslistermijn is verstreken.


 Zienswijzen Bij e-mail van 15 november 2021 bent u erover geïnformeerd dat er derde belanghebbenden zijn bij de openbaarmaking van de documenten en dat deze in de gelegenheid zijn gesteld hierover hun zienswijze te geven.


"
17,2021-276-besluit.pdf,"File id: 17 File title: 2021-276-besluit.pdf.


 D atum 14 januari 2022 


  , In uw brief van 15 november 2021 heeft u, met een beroep op de Wet openbaarheid van bestuur (hierna: Wob), verzocht om informatie.


 Procedure De ontvangst van uw verzoek is schriftelijk bevestigd op 18 november 2021, referentienummer Wob/2021/276.


 In deze brief is tevens de beslistermijn met vier weken verdaagd tot 13 januari 2022.


 14 januari 2022 Onze referentie Overwegingen WOB/2021/276 Algemene overweging: openbaarheid t.a.v.


 14 januari 2022 Onze referentie Met vriendelijke groet, WOB/2021/276 De Minister van Landbouw, Natuur en Voedselkwaliteit, namens deze: Nynke Kuipers Teammanager Vergunningen en Handhaving Rijksdienst voor Ondernemend Nederland Bijlagen: - Relevante artikelen uit de Wob - Inventarisatielijst opgevraagde gegevens Bezwaarmogelijkheid Als u het niet eens bent met deze beslissing, kunt u binnen zes weken na verzending van deze brief digitaal of schriftelijk een bezwaarschrift indienen.


 Bijlage 1 – Relevante artikelen uit de Wob Rijksdienst voor Ondernemend Nederland Vergunningen en Handhaving Artikel 1 In deze wet en de daarop berustende bepalingen wordt verstaan onder: a. document: een bij een bestuursorgaan berustend schriftelijk stuk of ander Datum 14 januari 2022 materiaal dat gegevens bevat; Onze referentie b. bestuurlijke aangelegenheid: een aangelegenheid die betrekking heeft op WOB/2021/276 beleid van een bestuursorgaan, daaronder begrepen de voorbereiding en de uitvoering ervan; c. intern beraad: het beraad over een bestuurlijke aangelegenheid binnen een bestuursorgaan, dan wel binnen een kring van bestuursorganen in het kader van de gezamenlijke verantwoordelijkheid voor een bestuurlijke aangelegenheid; d. niet-ambtelijke adviescommissie: een van overheidswege ingestelde instantie, met als taak het adviseren van een of meer bestuursorganen en waarvan geen ambtenaren lid zijn, die het bestuursorgaan waaronder zij ressorteren adviseren over de onderwerpen die aan de instantie zijn voorgelegd.


 Onverminderd artikel 4:15 van de Algemene wet bestuursrecht wordt de Datum termijn voor het geven van een beschikking opgeschort gerekend vanaf de dag na 14 januari 2022 die waarop het bestuursorgaan de verzoeker meedeelt dat toepassing is gegeven Onze referentie aan artikel 4:8 van de Algemene wet bestuursrecht, tot de dag waarop door de WOB/2021/276 belanghebbende of belanghebbenden een zienswijze naar voren is gebracht of de daarvoor gestelde termijn ongebruikt is verstreken.


 Het verstrekken van informatie ingevolge deze wet blijft achterwege voor zover Ondernemend Nederland Vergunningen en Handhaving dit: a. de eenheid van de Kroon in gevaar zou kunnen brengen; Datum b. de veiligheid van de Staat zou kunnen schaden; 14 januari 2022 c. bedrijfs- en fabricagegegevens betreft, die door natuurlijke personen of Onze referentie rechtspersonen vertrouwelijk aan de overheid zijn meegedeeld; WOB/2021/276 d. persoonsgegevens betreft als bedoeld in de artikelen 9, 10 en 87 van de Algemene verordening gegevensbescherming, tenzij de verstrekking kennelijk geen inbreuk op de persoonlijke levenssfeer maakt.


 Document Beoordeling Wob-artikel Ondernemend Nederland Vergunningen en Handhaving 1. totaal aantal machtigingen Volledig openbaar geen LTO Datum 14 januari 2022 Onze referentie WOB/2021/276 


"
72,Anoniem+besluit+op+Wob-verzoek+inzake+de+Suikertaks.pdf,"File id: 72 File title: Anoniem+besluit+op+Wob-verzoek+inzake+de+Suikertaks.pdf.


 Uw brief (kenmerk) 13 januari 2022 


 Datum 30 augustus 2022 


 , In uw verzoek van 13 januari 2022, door mij per e-mail ontvangen op diezelfde dag, heeft u mij gevraagd informatie openbaar te maken over de suikertaks en of alle daarmee direct verband houdende onderwerpen over de periode van 1 januari 2021 tot en met 13 januari 2022.


 Vanaf 1 mei 2022 is de Wob vervangen door de Woo.


 De Woo kent geen overgangsrecht, dit betekent dat vanaf 1 mei de Woo geldt.


 Op 18 januari 2022 heeft u bericht ontvangen dat uw verzoek in goede orde is ontvangen.


 Hiermee is de beslistermijn verdaagd tot uiterlijk 15 maart 2022.


 Over dit verzoek heeft u op 3 februari 2022 contact gehad met enkele medewerkers van mijn ministerie.


 De verhoging van de belasting op suikerhoudende dranken zoals aangekondigd in het Regeerakkoord van december 2021.


 De verkenning van een suikertaks zoals aangekondigd in het Regeerakkoord van december 2021.


 Directie Juridische Zaken Op 13 mei 2022 heeft u mij tot 15 juni 2022 de tijd gegeven om op uw verzoek te beslissen.


 Zienswijzen Op 12 mei 2022 heb ik u per e-mail laten weten dat de betrokken belanghebbenden zijn gevraagd hun mening te geven over de voorgenomen openbaarmaking van de door u gevraagde informatie.


"
