id,from_id,to_id,type,doc_id
544,6105,7999,date-event,63
545,6106,8000,date-event,63
546,6107,8001,date-event,63
565,6188,8042,date-event,84
566,6189,8044,date-event,84
567,6190,8045,date-event,84
568,6191,8046,date-event,84
746,8294,8295,date-event,7
747,6212,8294,false-date,7
748,6213,8294,false-date,7
749,6214,8296,date-event,7
750,6215,8297,date-event,7
751,6216,8298,date-event,7
752,6217,8299,date-event,7
1208,6211,10060,false-date,7
1209,10060,8293,date-event,7
603,8104,8106,date-event,42
604,6274,8104,false-date,42
605,6275,8108,date-event,42
606,6275,8109,date-event2,42
608,6276,8110,date-event2,42
609,6277,8112,date-event,42
610,6278,8113,date-event,42
1293,6276,10771,date-event,42
611,6285,8116,date-event,77
612,6286,8117,date-event,77
613,6287,8118,date-event,77
614,6288,8119,date-event,77
615,6291,8121,date-event,77
616,6291,8122,date-event2,77
617,6393,8126,date-event,15
618,6392,8125,date-event,15
620,6399,8128,date-event,15
621,6399,8129,date-event2,15
1206,6395,8127,date-event,15
622,6518,8132,date-event,29
623,6519,8133,date-event,29
624,6520,8134,date-event,29
625,6520,8135,date-event2,29
626,6522,8136,date-event,29
627,6522,8137,date-event2,29
646,6558,8167,date-event,88
647,6559,8169,date-event,88
651,6562,8172,date-event,88
652,6563,8173,date-event,88
653,6564,8174,date-event,88
654,6565,8175,date-event,88
655,6565,8176,date-event2,88
1082,6771,8415,date-event,2
1083,8417,8416,date-event,2
1084,6773,8417,false-date,2
1085,6774,8417,false-date,2
1086,6777,8418,date-event,2
1087,6778,9496,false-date,2
1088,6779,9496,false-date,2
1089,9496,9497,date-event,2
1090,6780,9498,date-event,2
1091,6781,9499,date-event,2
1092,9501,9500,date-event,2
1094,6785,9502,date-event,2
1096,6782,9501,false-date,2
1097,6783,9501,false-date,2
1212,6786,9503,date-event,2
858,6854,8448,date-event,20
859,6853,8447,date-event,20
860,6857,8449,date-event,20
861,6859,8450,date-event,20
862,6859,8451,date-event2,20
875,6900,8474,date-event,30
876,6901,8475,date-event,30
877,6902,8476,date-event,30
878,6903,8477,date-event,30
888,6974,8498,date-event,83
889,6975,8499,date-event,83
890,6976,8500,date-event,83
891,8502,8501,date-event,83
892,6978,8502,false-date,83
899,7022,8513,date-event,33
900,7023,8514,date-event,33
902,7024,8516,date-event,33
934,7119,8562,date-event,116
935,7120,8564,date-event,116
936,7121,8563,date-event,116
937,7122,8565,date-event,116
938,7123,8567,date-event,116
939,7124,8568,date-event,116
940,7126,8569,date-event,116
941,7128,8570,date-event,116
942,7129,8571,date-event,116
943,7133,8572,date-event,116
944,7133,8573,date-event2,116
1063,7667,9469,date-event,64
1064,7672,9470,date-event,64
1065,7673,9471,date-event,64
1067,7673,9472,date-event2,64
1068,7666,9468,date-event2,64
1069,7719,9479,date-event,51
1070,7721,9481,date-event,51
1071,7722,9480,date-event,51
1072,7726,9483,date-event,51
1073,7727,9485,date-event,51
1075,7728,9486,date-event,51
1076,7729,9487,date-event,51
1077,7730,9488,date-event,51
1207,7725,9482,date-event,51
1273,7727,10744,date-event2,51
1078,7742,9492,date-event,98
1079,7744,9493,date-event,98
1080,7745,9494,date-event,98
1081,7746,9495,date-event,98
954,9052,9316,date-event,75
956,9056,9318,date-event,75
957,9055,9317,date-event,75
958,9057,9319,date-event,75
959,9060,9323,date-event,1
960,9058,9322,date-event,1
961,9063,9324,date-event,1
962,9064,9325,date-event,1
963,9065,9326,date-event,1
964,9328,9327,date-event,1
965,9066,9328,false-date,1
966,9067,9328,false-date,1
967,9068,9329,date-event,1
968,9069,9330,date-event,1
969,9070,9331,date-event,1
970,9071,9332,date-event,1
971,9072,9333,date-event,1
972,9073,9335,date-event,1
973,9074,9336,date-event,1
974,9075,9337,date-event,1
975,9076,9338,date-event,1
980,9348,9347,date-event,112
981,9088,9349,date-event,112
982,9093,9351,date-event,112
983,9095,9352,date-event,112
1031,9222,9411,date-event,122
1032,9225,9412,date-event,122
1033,9229,9415,date-event,122
1034,9228,9413,date-event,122
1035,9228,9414,date-event2,122
1036,9279,9427,date-event,39
1037,9282,9428,date-event,39
1038,9285,9430,date-event,39
1039,9285,9431,date-event2,39
1040,9287,9434,date-event,100
1041,9289,9436,date-event,100
1042,9289,9437,date-event2,100
1043,9290,9435,date-event,100
1044,9291,9439,date-event,100
1045,9291,9440,date-event2,100
1047,9292,9441,date-event,100
1048,9294,9442,date-event,100
1050,9443,9444,date-event,100
1051,9296,9443,false-date,100
1053,9297,9448,false-date,100
1213,9448,9445,date-event,100
1054,9298,9452,date-event,47
1055,9300,9453,date-event,47
1056,9302,9456,date-event,47
1057,9304,9457,date-event,47
1120,9573,9850,date-event,141
1121,9574,9851,date-event,141
1290,9572,10769,false-date,141
1291,10769,9849,date-event,141
1122,9578,9854,date-event,148
1123,9579,9855,date-event,148
1124,9580,9856,date-event,148
1125,9581,9857,date-event,148
1126,9581,9858,date-event2,148
1127,9583,9859,date-event,148
1128,9585,9860,date-event,148
1129,9585,9861,date-event2,148
1130,9590,9875,false-date,142
1131,9591,9875,false-date,142
1132,9875,9864,date-event,142
1133,9592,9866,date-event,142
1134,9593,9867,date-event,142
1154,9663,9910,date-event,129
1155,9662,9907,date-event,129
1156,9664,9909,date-event,129
1157,9665,9911,date-event,129
1158,9666,9912,date-event,129
1159,9915,9913,date-event,129
1160,9915,9914,date-event2,129
1161,9668,9915,false-date,129
1162,9669,9915,false-date,129
1163,9670,9916,date-event,129
1164,9676,9919,date-event,126
1165,9677,9920,date-event,126
1166,9679,9921,date-event,126
1167,9681,9922,date-event,126
1168,9685,9924,date-event,126
1169,9685,9925,date-event2,126
1178,9775,9939,date-event,130
1179,9777,9940,date-event,130
1180,9778,9941,date-event,130
1181,9781,9944,date-event,149
1182,9783,9945,date-event,149
1183,9784,9946,false-date,149
1184,9785,9946,false-date,149
1185,9946,9947,date-event,149
1186,9946,9948,date-event2,149
1187,9786,9949,date-event2,149
1198,9994,10047,date-event,151
1200,9996,10049,date-event,151
1201,9997,10048,date-event,151
1202,10003,10050,date-event,151
1203,10005,10051,date-event,151
1226,10013,10130,date-event,154
1227,10014,10129,date-event,154
1228,10015,10128,date-event,154
1229,10016,10131,date-event,154
1230,10018,10132,date-event,154
1231,10019,10133,date-event,154
1217,10079,10114,date-event,160
1218,10080,10116,date-event,160
1219,10081,10115,date-event,160
1220,10083,10117,date-event,160
1221,10085,10119,date-event,160
1222,10087,10120,date-event,160
1223,10088,10121,date-event,160
1224,10090,10122,date-event,160
1225,10090,10123,date-event2,160
1248,10084,10118,date-event,160
1285,10754,10764,date-event,259
1286,10756,10766,date-event,259
1287,10756,10767,date-event2,259
1288,10757,10765,date-event,259
1289,10758,10768,date-event,259
