id,label,start,end,text,doc_id,sentence,event,event_ids,start_event,end_event,class,complete_date,ISO_date
5009,c: besluit datum,131,142,8 juli 2022,271,Kenmerk BZ-2022.9762 Datum 8 juli 2022,Datum,[5292],[125],[130],besluit datum,8 juli 2022,2022-07-08
5010,c: verzoek datum,164,176,5 april 2022,271,"heer U heeft op 5 april 2022, door mij ontvangen op 6 april 2022, met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) om informatie verzocht.",heeft met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) om informatie verzocht,"[8270, 5294]","[155, 214]","[160, 300]",verzoek datum,5 april 2022,2022-04-05
5011,c: verzoek ontvangen,200,212,6 april 2022,271,"heer U heeft op 5 april 2022, door mij ontvangen op 6 april 2022, met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) om informatie verzocht.",ontvangen,[5293],[187],[196],verzoek ontvangen,6 april 2022,2022-04-06
5012,c: overig,377,389,2 maart 2022,271,"Uw verzoek heeft betrekking op de verordening die de Raad van Europa op 2 maart 2022 publiceerde op grond waarvan het, kort gezegd, dienstverleners wordt verboden om uitzendingen van RT en Sputnik te faciliteren.",verordening die de Raad van Europa publiceerde,"[7797, 7798]","[339, 390]","[373, 401]",overig,2 maart 2022,2022-03-02
5013,c: ontvangst verzoek bevestigd,583,593,4 mei 2022,271,De ontvangst van uw verzoek is per e-mailbericht bevestigd op 4 mei 2022.,ontvangst van uw verzoek is per e-mailbericht bevestigd,[5297],[524],[579],ontvangst verzoek bevestigd,4 mei 2022,2022-05-04
5014,c: overig,601,613,16 juni 2022,271,Op 16 juni 2022 heeft u mij in gebreke gesteld nu u nog geen besluit heeft ontvangen en de beslistermijn is verstreken.,heeft u mij in gebreke gesteld nu u nog geen besluit heeft ontvangen en de beslistermijn is verstreken,[5298],[614],[716],overig,16 juni 2022,2022-06-16
5015,c: inwerking treden van Woo,727,737,1 mei 2022,271,Vanaf 1 mei 2022 is de Wob vervangen door de Woo.,is de Wob vervangen door de Woo,[5299],[738],[769],inwerking treden van Woo,1 mei 2022,2022-05-01
5016,c: inwerking treden van Woo,830,835,1 mei,271,"De Woo kent geen overgangsrecht, dit betekent dat vanaf 1 mei de Woo geldt.",Woo geldt,[5300],[839],[848],inwerking treden van Woo,1 mei 2020,2020-05-01
5028,c: besluit datum,126,137,13 mei 2022,267,"Woo-medewerker T 088 042 42 42 KPEU_Wob@rvo.nl D atum 13 mei 2022 B etreft Besluit op uw Wob-verzoek Onze referentie WOB/2022/021 Geachte heer/mevrouw , In uw brief van 1 februari 2022 heeft u, met een beroep op de Wet openbaarheid van bestuur (hierna: Wob), verzocht om informatie.",D atum,[5304],[119],[125],besluit datum,13 mei 2022,2022-05-13
5029,c: verzoek datum,241,256,1 februari 2022,267,"Woo-medewerker T 088 042 42 42 KPEU_Wob@rvo.nl D atum 13 mei 2022 B etreft Besluit op uw Wob-verzoek Onze referentie WOB/2022/021 Geachte heer/mevrouw , In uw brief van 1 februari 2022 heeft u, met een beroep op de Wet openbaarheid van bestuur (hierna: Wob), verzocht om informatie.","heeft u, met een beroep op de Wet openbaarheid van bestuur (hierna: Wob), verzocht om informatie",[5305],[257],[353],verzoek datum,1 februari 2022,2022-02-01
5034,c: ontvangst verzoek bevestigd,813,828,2 februari 2022,267,De ontvangst van uw verzoek is schriftelijk bevestigd bij brief van 2 februari 2022.,ontvangst van uw verzoek is schriftelijk bevestigd bij brief,[8265],[748],[808],ontvangst verzoek bevestigd,2 februari 2022,2022-02-02
5035,c: inwerking treden van Woo,852,862,1 mei 2022,267,Wettelijk kader Op 1 mei 2022 is de Wob ingetrokken en vervangen door de Wet open overheid (Woo).,is de Wob ingetrokken en vervangen door de Wet open overheid (Woo),[5309],[863],[929],inwerking treden van Woo,1 mei 2022,2022-05-01
5310,c: besluit datum,220,233,29 april 2022,74,Correspondentieadres Belastingdienst/kantoor Den Haag Postbus 30206 2500 GE Den Haag Doorkiesnummer E-mailadres Datum Betreft: Beslissing Wob-verzoek 29 april 2022,Datum Betreft: Beslissing Wob-verzoek,[7799],[182],[219],besluit datum,29 april 2022,2022-04-29
5311,c: verzoek ontvangen,262,279,15 september 2021,74,heer Behandeld door Op 15 september 2021 ontving ik uw verzoek om informatie op grond van de Wet Ons kenmerk openbaarheid van bestuur (hierna: Wob).,ontving ik uw verzoek om informatie,[7761],[280],[315],verzoek ontvangen,15 september 2021,2021-09-15
5312,c: verzoek datum,448,465,15 september 2021,74,"afschrijfbaar Beoordeling van uw verzoek In uw brief van 15 september 2021 verzoekt u op grond van de Wob om de volgende informatie: ""Dit verzoek is opgesteld in het kader van de kwalificatie van een bedrijfsmiddel in de breedste zin des woords.",verzoekt u op grond van de Wob om de volgende informatie,[7762],[466],[522],verzoek datum,15 september 2021,2021-09-15
7772,c: besluit datum,142,154,1 april 2022,25,"Wob-medewerker T 088 042 42 42 KPEU_Wob@rvo.nl Datum 1 april 2022 Onze referentie Betreft Besluit op uw Wob-verzoek WOB/2021/297 Geachte , In uw brief van 14 december 2021 heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht, namens , om informatie over geregistreerd mesttransport naar het perceel op plangebied Akkerlanen (gelegen tussen de Akkerlaan, de Vijverlaan en het Postpad in de gemeente Waalwijk, welk perceel volgens de basisregistratie als grasland is aangemerkt voor de periode van 2010 t/m 2020.",Datum,[7773],[136],[141],besluit datum,1 april 2022,2022-04-01
5468,c: verzoek datum,244,260,14 december 2021,25,"Wob-medewerker T 088 042 42 42 KPEU_Wob@rvo.nl Datum 1 april 2022 Onze referentie Betreft Besluit op uw Wob-verzoek WOB/2021/297 Geachte , In uw brief van 14 december 2021 heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht, namens , om informatie over geregistreerd mesttransport naar het perceel op plangebied Akkerlanen (gelegen tussen de Akkerlaan, de Vijverlaan en het Postpad in de gemeente Waalwijk, welk perceel volgens de basisregistratie als grasland is aangemerkt voor de periode van 2010 t/m 2020.","heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht, namens , om informatie",[7774],[261],[365],verzoek datum,14 december 2021,2021-12-14
5471,c: ontvangst verzoek bevestigd,709,725,27 december 2021,25,"Procedure De ontvangst van uw verzoek is schriftelijk bevestigd bij brief van 27 december 2021, kenmerk WOB/2021/297.",ontvangst van uw verzoek is schriftelijk bevestigd bij brief,[8276],[644],[704],ontvangst verzoek bevestigd,27 december 2021,2021-12-27
5512,c: besluit datum,98,111,11 april 2022,101,Datum 11 april 2022,Datum,[7790],[92],[97],besluit datum,11 april 2022,2022-04-11
5513,c: verzoek datum,121,136,16 januari 2022,101,", Op 16 januari 2022 heeft u een Wob-verzoek per e-mail ingediend bij ABD Topconsult en het Ministerie van Landbouw, Natuur en voedselkwaliteit (verder: Ministerie van LNV).",heeft u een Wob-verzoek per e-mail ingediend,[7791],[137],[181],verzoek datum,16 januari 2022,2022-01-16
5514,c: overig,343,353,april 2021,101,Dit rapport is door ABD Topconsult uitgebracht in april 2021.,rapport is door ABD Topconsult uitgebracht,[7792],[297],[339],overig,15 april 2021,2021-04-15
5515,c: overig,361,368,2 maart,101,"Op 2 maart is dit verzoek vanuit het Ministerie van LNV doorgestuurd naar mijn ministerie, omdat het documenten zou betreffen die gedeeltelijk bij mijn ministerie zouden berusten.",is dit verzoek vanuit het Ministerie van LNV doorgestuurd naar mijn ministerie,[7794],[369],[447],overig,2 maart 2022,2022-03-02
5516,c: ontvangst verzoek bevestigd,615,627,3 maart 2022,101,"De ontvangst van uw verzoek heb ik u schriftelijk bevestigd bij brief van 3 maart 2022, met kenmerk nummer 2022-0000062533.",ontvangst van uw verzoek heb ik u schriftelijk bevestigd bij brief,[8279],[544],[610],ontvangst verzoek bevestigd,3 maart 2022,2022-03-03
5526,c: besluit datum,267,279,5 april 2022,50,> Retouradres Postbus 43006 3540 AA Utrecht directie Strategie divisie Juridische zaken Catharijnesingel 59 AANGETEKEND 3511 GG Utrecht Postbus 43006 3540 AA Utrecht www.nvwa.nl Onze referentie TRCNVWA/2022/2598 Datum: 5 april 2022 verstuurd per e-mail,Datum,[7816],[260],[265],besluit datum,5 april 2022,2022-04-05
5527,c: verzoek datum,314,326,26 juli 2021,50,heer Op 26 juli 2021 heeft u per e-mail een Wob-verzoek ingediend.,heeft u per e-mail een Wob-verzoek ingediend,[7817],[326],[371],verzoek datum,26 juli 2021,2021-07-26
5528,c: ontvangst verzoek bevestigd,432,444,27 juli 2021,50,De ontvangst van uw verzoek is bevestigd bij e-mail van 27 juli 2021 met kenmerk 21-0599.,ontvangst van uw verzoek is bevestigd bij e-mail,[8280],[379],[427],ontvangst verzoek bevestigd,27 juli 2021,2021-07-27
5529,c: contact,496,512,24 februari 2022,50,Zienswijzen Bij e-mail van 24 februari 2022 heb ik u geïnformeerd dat ik de aangetroffen documenten aan de derde-belanghebbende opgestuurd heb voor zienswijze.,heb ik u geïnformeerd dat ik de aangetroffen documenten aan de derde-belanghebbende opgestuurd heb voor zienswijze,[10741],[513],[627],contact,24 februari 2022,2022-02-24
5763,c: besluit datum,118,129,18 mei 2022,105,Datum 18 mei 2022,Datum,[7877],[112],[117],besluit datum,18 mei 2022,2022-05-18
5764,c: verzoek datum,152,167,31 januari 2022,105,"In uw e-mail van 31 januari 2022, ontvangen op diezelfde datum, heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om de geïnventariseerde signalen met betrekking tot zorgen, onjuistheden, weeffouten of onrechtmatigheden bij de compensatie binnen de toeslagenaffaire.",heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht,[7878],[199],[279],verzoek datum,31 januari 2022,2022-01-31
5765,c: ontvangst verzoek bevestigd,510,525,9 februari 2022,105,"De ontvangst van uw verzoek heb ik u schriftelijk bevestigd bij brief van 9 februari 2022, met kenmerk 2022-0000043289.",ontvangst van uw verzoek heb ik u schriftelijk bevestigd bij brief,[7879],[439],[505],ontvangst verzoek bevestigd,9 februari 2022,2022-02-09
5766,c: contact,571,584,10 maart 2022,105,Ik heb u op 10 maart 2022 uitgenodigd voor een gesprek over de behandeling van uw Wob-verzoek.,uitgenodigd voor een gesprek over de behandeling van uw Wob-verzoek,[10738],[585],[652],contact,10 maart 2022,2022-03-10
5767,c: inwerking treden van Woo,663,673,1 mei 2022,105,Vanaf 1 mei 2022 is de Wob vervangen door de Wet open overheid (hierna: Woo).,is de Wob vervangen door de Wet open overheid (hierna: Woo),[7881],[674],[733],inwerking treden van Woo,1 mei 2022,2022-05-01
5768,c: inwerking treden van Woo,794,799,1 mei,105,"De Woo kent geen overgangsrecht, wat betekent dat vanaf 1 mei de Woo geldt.",Woo geldt,[7882],[803],[812],inwerking treden van Woo,1 mei 2020,2020-05-01
5773,c: besluit datum,111,128,23 september 2022,34,Datum 23 september 2022,Datum,[7885],[105],[110],besluit datum,23 september 2022,2022-09-23
5774,c: verzoek datum,151,167,9 september 2022,34,"In uw verzoek van 9 september 2022, door mij ontvangen op dezelfde datum, heeft u OCW gevraagd informatie openbaar to maken m.b.t.",heeft u OCW gevraagd informatie openbaar to maken,[7886],[207],[256],verzoek datum,9 september 2022,2022-09-09
5777,c: contact,575,592,13 september 2022,34,Er is op 13 september 2022 telefonisch contact geweest ter bevestiging van het bovenstaande.,telefonisch contact geweest ter bevestiging,[7887],[593],[636],contact,13 september 2022,2022-09-13
5778,c: contact,679,696,14 september 2022,34,In de e-mail van 14 september 2022 is ook aan u aanvullende informatie verschaft.,is ook aan u aanvullende informatie verschaft,[7888],[697],[742],contact,14 september 2022,2022-09-14
5782,c: besluit datum,113,126,20 april 2022,87,IENW/BSK-2022/79875 Datum 20 april 2022,Datum,[7891],[107],[112],besluit datum,20 april 2022,2022-04-20
5783,c: verzoek datum,153,167,7 oktober 2021,87,"heer In uw brief van 7 oktober 2021, ontvangen op 22 oktober 2021, heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht over het vertrek van minister Van Nieuwenhuizen naar de Vereniging Energie Nederland.",heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht,[8281],[199],[290],verzoek datum,7 oktober 2021,2021-10-07
5784,c: verzoek ontvangen,182,197,22 oktober 2021,87,"heer In uw brief van 7 oktober 2021, ontvangen op 22 oktober 2021, heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht over het vertrek van minister Van Nieuwenhuizen naar de Vereniging Energie Nederland.",ontvangen,[7892],[169],[178],verzoek ontvangen,22 oktober 2021,2021-10-22
5787,c: ontvangst verzoek bevestigd,524,539,22 oktober 2021,87,Verloop van de procedure De ontvangst van uw verzoek is op 22 oktober 2021 per e-mail bevestigd.,ontvangst van uw verzoek is per e-mail bevestigd,"[7895, 7896]","[493, 540]","[520, 560]",ontvangst verzoek bevestigd,22 oktober 2021,2021-10-22
5788,c: beslistermijn verdaagd,588,604,19 november 2021,87,De beslistermijn is op 19 november 2021 met vier weken verdaagd.,beslistermijn is met vier weken verdaagd,"[7897, 7898]","[568, 605]","[584, 628]",beslistermijn verdaagd,19 november 2021,2021-11-19
5789,c: contact,652,668,19 november 2021,87,Hierover bent u op 19 november 2021 per e-mail geïnformeerd.,bent u per e-mail geïnformeerd,"[7899, 7900]","[642, 669]","[648, 692]",contact,19 november 2021,2021-11-19
5790,c: overig,700,714,3 januari 2022,87,Op 3 januari 2022 heeft u mij in gebreke gesteld.,heeft u mij in gebreke gesteld,[7901],[715],[745],overig,3 januari 2022,2022-01-03
5791,c: overig,753,768,17 januari 2022,87,Op 17 januari 2022 heeft u bij de rechtbank Midden-Nederland een beroep niet tijdig beslissen ingesteld.,heeft u bij de rechtbank Midden-Nederland een beroep niet tijdig beslissen ingesteld,[7902],[769],[853],overig,17 januari 2022,2022-01-17
5793,c: overig,1038,1050,3 maart 2022,87,Zienswijzen Op 3 maart 2022 zijn belanghebbenden in de gelegenheid gesteld om hun zienswijze naar voren te brengen.,zijn belanghebbenden in de gelegenheid gesteld om hun zienswijze naar voren te brengen,[7903],[1051],[1137],overig,3 maart 2022,2022-03-03
7904,c: overig,1145,1163,9 en 10 maart 2022,87,Op 9 en 10 maart 2022 hebben de belanghebbenden hun zienswijze naar voren gebracht.,hebben de belanghebbenden hun zienswijze naar voren gebracht,[7905],[1164],[1224],overig,10 maart 2022,2022-03-10
5850,c: besluit datum,155,170,28 januari 2022,45,"mr. 3540 AA Utrecht www.nvwa.nl Onze referentie TRCNVWA/2021/6177 Datum: Uitsluitend verstuurd per mail op 28 januari 2022 Betreft: Besluit op Wob-verzoek 21-0200 Geachte heer , In uw brief van 4 maart 2021, ontvangen op 5 maart 2021, heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht om alle rapporten van bevindingen, voornemens tot boeteopleggingen en boetebeschikkingen over de periode 2018 tot en met 4 maart 2021 met betrekking tot Bijlage I, Hoofdstuk I, onder 1 t/m 3 van de Verordening (EG) nr.",Datum: Uitsluitend verstuurd per mail op,[7918],[114],[154],besluit datum,28 januari 2022,2022-01-28
5851,c: verzoek datum,242,254,4 maart 2021,45,"mr. 3540 AA Utrecht www.nvwa.nl Onze referentie TRCNVWA/2021/6177 Datum: Uitsluitend verstuurd per mail op 28 januari 2022 Betreft: Besluit op Wob-verzoek 21-0200 Geachte heer , In uw brief van 4 maart 2021, ontvangen op 5 maart 2021, heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht om alle rapporten van bevindingen, voornemens tot boeteopleggingen en boetebeschikkingen over de periode 2018 tot en met 4 maart 2021 met betrekking tot Bijlage I, Hoofdstuk I, onder 1 t/m 3 van de Verordening (EG) nr.",heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht,[7920],[283],[375],verzoek datum,4 maart 2021,2021-03-04
5852,c: verzoek ontvangen,269,281,5 maart 2021,45,"mr. 3540 AA Utrecht www.nvwa.nl Onze referentie TRCNVWA/2021/6177 Datum: Uitsluitend verstuurd per mail op 28 januari 2022 Betreft: Besluit op Wob-verzoek 21-0200 Geachte heer , In uw brief van 4 maart 2021, ontvangen op 5 maart 2021, heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht om alle rapporten van bevindingen, voornemens tot boeteopleggingen en boetebeschikkingen over de periode 2018 tot en met 4 maart 2021 met betrekking tot Bijlage I, Hoofdstuk I, onder 1 t/m 3 van de Verordening (EG) nr.",ontvangen,[7919],[256],[265],verzoek ontvangen,5 maart 2021,2021-03-05
5856,c: ontvangst verzoek bevestigd,676,688,8 maart 2021,45,"De ontvangst van uw verzoek is schriftelijk bevestigd bij brief van 8 maart 2021, kenmerk 21-0200.",ontvangst van uw verzoek is schriftelijk bevestigd bij brief,[7922],[611],[671],ontvangst verzoek bevestigd,8 maart 2021,2021-03-08
5857,c: beslistermijn verdaagd,726,739,29 maart 2021,45,In de brief van 29 maart 2021 is de beslistermijn met vier weken verdaagd tot 27 april 2021.,is de beslistermijn met vier weken verdaagd,[7923],[740],[783],beslistermijn verdaagd,29 maart 2021,2021-03-29
5859,c: besluit datum,341,354,13 april 2022,85,Retouradres Postbus 20350 2500 E.) Den Haag Directie Wetgeving en 3uridische Zaken Bezoekadres: Pamassusplein 5 2511 VX Den Haag T 070 340 79 11 F 070 340 59 84 www.rijksoverheld.ni Inlichtingen bi Datum: 13 april 2022,Datum,[7927],[334],[339],besluit datum,13 april 2022,2022-04-13
5860,c: verzoek datum,405,420,27 januari 2022,85,A en 3 documenten Uw e-mail In uw e-mail van 27 januari 2022 heeft u met een beroep op de Wet openbaarheid 27 januari 2022 van bestuur (hierna: Wob) verzocht om informatie over Briedis Jeugdbeschermers.,heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om informatie,"[7928, 7929]","[421, 483]","[466, 531]",verzoek datum,27 januari 2022,2022-01-27
5875,c: beslistermijn verdaagd,1675,1691,21 februari 2022,85,In de brief van 21 februari 2022 is de beslistermijn met vier weken verdaagd tot 24 maart 2022.,is de beslistermijn met vier weken verdaagd,[7932],[1692],[1735],beslistermijn verdaagd,21 februari 2022,2022-02-21
5877,c: beslistermijn verdaagd,1774,1786,9 maart 2022,85,In de brief van 9 maart 2022 bent u geïnformeerd over de opschorting van de beslistermijn met drie weken in verband met zienswijzeverzoeken.,bent u geïnformeerd over de opschorting van de beslistermijn met drie weken,[7933],[1787],[1862],beslistermijn verdaagd,9 maart 2022,2022-03-09
6008,c: besluit datum,251,263,22 juni 2022,113,Ondernemend Nederland Vergunningen en Handhaving Mandemaat 3 Assen Postbus 40225 8004 DE Zwolle www.rvo.nl Contactpersoon Woo-medewerker T 088 042 42 42 woo-unit@rvo.nl Datum 22 juni 2022,Datum,[7956],[245],[250],besluit datum,22 juni 2022,2022-06-22
6009,c: verzoek datum,288,301,29 maart 2022,113,"Met uw verzoek van 29 maart 2022 heeft u de Rijksdienst voor Ondernemend Nederland (hierna: RVO.nl) gevraagd om informatie openbaar te maken over alle stukken, verslagen, notulen app/msm contacten, interne stukken en correspondentie met derden in relatie tot totstandkoming van fosfaatreductieplan vanaf 2014 voor Ook alle stukken t.a.v.",heeft u de Rijksdienst voor Ondernemend Nederland (hierna: RVO.nl) gevraagd om informatie openbaar te maken,[7957],[302],[409],verzoek datum,29 maart 2022,2022-03-29
6011,c: ontvangst verzoek bevestigd,756,768,8 april 2022,113,totstandkoming en uitvoering fosfaatrechtenstelsel met informatie over schrappen/laten verdwijnen van de erkenning als koper boerderijmelk van Op 8 april 2022 heeft u bericht ontvangen dat uw verzoek in goede orde is ontvangen.,heeft u bericht ontvangen dat uw verzoek in goede orde is ontvangen,[8284],[769],[836],ontvangst verzoek bevestigd,8 april 2022,2022-04-08
6013,c: inwerking treden van Woo,922,932,1 mei 2022,113,Wettelijk kader Op 1 mei 2022 is de Wob ingetrokken en vervangen door de Wet open overheid (Woo).,is de Wob ingetrokken en vervangen door de Wet open overheid (Woo),[7958],[933],[999],inwerking treden van Woo,1 mei 2022,2022-05-01
6074,c: besluit datum,164,179,9 februari 2022,18,"Janssen 8004 DE Zwolle STEENOVENWEG 4A T 088 042 42 42 5708 HN HELMOND Onze referentie 5708HN4 WOB/2021/281 Datum: 9 februari 2022 Betreft: Geanonimiseerd afschrift besluit Wob-verzoek Mani B.V. Geachte heer Janssen, Met uw bericht van 22 november 2021 heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) om informatie verzocht over een bedrijf dat deelneemt aan de Subsidieregeling sanering varkenshouderijen.",Datum,[7987],[157],[162],besluit datum,9 februari 2022,2022-02-09
6075,c: verzoek datum,285,301,22 november 2021,18,"Janssen 8004 DE Zwolle STEENOVENWEG 4A T 088 042 42 42 5708 HN HELMOND Onze referentie 5708HN4 WOB/2021/281 Datum: 9 februari 2022 Betreft: Geanonimiseerd afschrift besluit Wob-verzoek Mani B.V. Geachte heer Janssen, Met uw bericht van 22 november 2021 heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) om informatie verzocht over een bedrijf dat deelneemt aan de Subsidieregeling sanering varkenshouderijen.",heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) om informatie verzocht,[7988],[302],[396],verzoek datum,22 november 2021,2021-11-22
6076,c: ontvangst verzoek bevestigd,551,566,1 december 2021,18,Beslistermijn De ontvangst van uw verzoek heb ik met mijn brief van 1 december 2021 bevestigd.,ontvangst van uw verzoek heb ik met mijn brief bevestigd,"[7989, 7990]","[500, 567]","[546, 576]",ontvangst verzoek bevestigd,1 december 2021,2021-12-01
6078,c: beslistermijn verdaagd,683,698,11 januari 2022,18,Met mijn brief van 11 januari 2022 heb ik u medegedeeld dat de beslistermijn is opgeschort tot 27 januari 2022 vanwege het vragen van een zienswijze aan derden.,heb ik u medegedeeld dat de beslistermijn is opgeschort,[7992],[699],[754],beslistermijn verdaagd,11 januari 2022,2022-01-11
6105,c: besluit datum,174,191,28 september 2022,63,Betreft: Beslissing verzoek Wet open overheid Datum 28 september 2022,Datum,[7999],[168],[173],besluit datum,28 september 2022,2022-09-28
6106,c: verzoek ontvangen,200,213,14 april 2022,63,Op 14 april 2022 ontving ik uw verzoek om op grond van de Wet openbaarheid bestuur (hierna: Wob) informatie openbaar to maken.,ontving ik uw verzoek om op grond van de Wet openbaarheid bestuur (hierna: Wob) informatie openbaar to maken,[8000],[214],[322],verzoek ontvangen,14 april 2022,2022-04-14
6107,c: inwerking treden van Woo,348,358,1 mei 2022,63,Wet open overheid Op 1 mei 2022 is de Wob vervangen door de Wet open overheid (hierna: Woo).,is de Wob vervangen door de Wet open overheid (hierna: Woo),[8001],[359],[418],inwerking treden van Woo,1 mei 2022,2022-05-01
6188,c: besluit datum,112,128,25 augustus 2022,84,Datum 25 augustus 2022 4065703,Datum,[8042],[106],[111],besluit datum,25 augustus 2022,2022-08-25
6189,c: verzoek datum,165,181,28 december 2021,84,"Geachte , Bij brief van 28 december 2021 heeft u een verzoek om openbaarmaking van informatie ingediend op grond van de Wet openbaarheid van bestuur (hierna: Wob).",heeft u een verzoek om openbaarmaking van informatie ingediend op grond van de Wet openbaarheid van bestuur (hierna: Wob),[8044],[182],[303],verzoek datum,28 december 2021,2021-12-28
6190,c: inwerking treden van Woo,312,322,1 mei 2022,84,"Per 1 mei 2022 is de Wet open overheid (hierna: Woo) in werking getreden, ter vervanging van de Wob.","is de Wet open overheid (hierna: Woo) in werking getreden, ter vervanging van de Wob",[8045],[323],[407],inwerking treden van Woo,1 mei 2022,2022-05-01
6191,c: ontvangst verzoek bevestigd,426,441,12 januari 2022,84,Bij brief van 12 januari 2022 heb ik de ontvangst van uw verzoek bevestigd.,heb ik de ontvangst van uw verzoek bevestigd,[8046],[442],[486],ontvangst verzoek bevestigd,12 januari 2022,2022-01-12
10060,c: besluit datum,94,107,25 maart 2022,7,Bijlagen Datum 25 maart 2022 A- Relevante Wob-artikelen Betreft Deelbesluit 1 op uw Wob-verzoek inzake MKB bijzonder B- Inventarislijst,Datum,[8293],[88],[93],besluit datum,25 maart 2022,2022-03-25
