id,label,start,end,text,doc_id
4744,DATE+,10611,10617,1 2009,267
4745,DATE+,10659,10663,2009,267
4746,DATE+,10710,10714,2009,267
4747,DATE+,10776,10780,2009,267
4748,DATE+,10811,10817,1 JAAR,267
4749,DATE+,10830,10834,2009,267
4750,DATE+,10865,10871,1 JAAR,267
4751,DATE+,10886,10890,2009,267
4752,DATE+,10923,10927,2009,267
4753,DATE+,10981,10985,2009,267
4754,DATE+,11013,11017,2010,267
4755,DATE+,11075,11081,1 2010,267
4756,DATE+,11147,11153,1 2010,267
4757,DATE+,11207,11211,2010,267
4758,DATE+,11256,11260,2010,267
4759,DATE+,11307,11311,2010,267
4760,DATE+,11373,11377,2010,267
4761,DATE+,11408,11414,1 JAAR,267
4762,DATE+,11427,11431,2010,267
4763,DATE+,11462,11468,1 JAAR,267
4764,DATE+,11483,11487,2010,267
4765,DATE+,11520,11524,2010,267
4766,DATE+,11548,11556,226 2011,267
4767,DATE+,11594,11600,3 JAAR,267
4768,DATE+,11620,11626,1 2011,267
4769,DATE+,11692,11698,1 2011,267
4770,DATE+,11752,11756,2011,267
4771,DATE+,11801,11805,2011,267
4772,DATE+,11852,11856,2011,267
4773,DATE+,11918,11922,2011,267
4774,DATE+,11953,11959,1 JAAR,267
4775,DATE+,11972,11976,2011,267
4776,DATE+,12007,12013,1 JAAR,267
4777,DATE+,12028,12032,2011,267
4778,DATE+,12065,12069,2011,267
4779,DATE+,12093,12101,220 2012,267
4780,DATE+,12140,12146,3 JAAR,267
4781,DATE+,12166,12172,1 2012,267
4782,DATE+,12210,12216,3 JAAR,267
4783,DATE+,12236,12242,2 2012,267
4784,DATE+,12344,12348,2012,267
4785,DATE+,12395,12399,2012,267
4786,DATE+,12461,12465,2012,267
4787,DATE+,12496,12502,1 JAAR,267
4788,DATE+,12515,12519,2012,267
4789,DATE+,12550,12556,1 JAAR,267
4790,DATE+,12571,12575,2012,267
4791,DATE+,12636,12644,220 2013,267
4792,DATE+,12683,12689,3 JAAR,267
4793,DATE+,12709,12715,1 2013,267
4794,DATE+,12753,12759,3 JAAR,267
4795,DATE+,12779,12785,1 2013,267
4796,DATE+,12851,12857,1 2013,267
4797,DATE+,12923,12929,2 2013,267
4798,DATE+,12983,12987,2013,267
4799,DATE+,13030,13036,1 2013,267
4800,DATE+,13083,13087,2013,267
4801,DATE+,13118,13124,1 JAAR,267
4802,DATE+,13135,13141,1 2013,267
4803,DATE+,13172,13178,1 JAAR,267
4804,DATE+,13193,13197,2013,267
4805,DATE+,13230,13234,2013,267
4806,DATE+,13258,13266,216 2014,267
4807,DATE+,13332,13338,3 2014,267
4808,DATE+,13392,13396,2014,267
4809,DATE+,13443,13447,2014,267
4810,DATE+,13509,13513,2014,267
4811,DATE+,13544,13550,1 JAAR,267
4812,DATE+,13565,13569,2014,267
4813,DATE+,13602,13606,2014,267
4814,DATE+,13646,13650,2014,267
4815,DATE+,13674,13682,220 2015,267
4816,DATE+,13720,13726,3 JAAR,267
4817,DATE+,13746,13752,2 2015,267
4818,DATE+,13818,13824,1 2015,267
4819,DATE+,13878,13882,2015,267
4820,DATE+,13927,13931,2015,267
4821,DATE+,13978,13982,2015,267
4822,DATE+,14044,14048,2015,267
4823,DATE+,14079,14085,1 JAAR,267
4824,DATE+,14098,14102,2015,267
4825,DATE+,14133,14139,1 JAAR,267
4826,DATE+,14154,14158,2015,267
4827,DATE+,14191,14195,2015,267
4828,DATE+,14223,14227,2016,267
4829,DATE+,14265,14271,3 JAAR,267
4830,DATE+,14291,14297,2 2016,267
4831,DATE+,14363,14369,1 2016,267
4832,DATE+,14435,14441,1 2016,267
4833,DATE+,14495,14499,2016,267
4834,DATE+,14544,14548,2016,267
4835,DATE+,14595,14599,2016,267
4836,DATE+,14630,14636,1 JAAR,267
4837,DATE+,14649,14653,2016,267
4838,DATE+,14684,14690,1 JAAR,267
4839,DATE+,14737,14745,141 2016,267
4840,DATE+,14773,14777,2017,267
4841,DATE+,14815,14821,3 JAAR,267
4842,DATE+,14841,14847,1 2017,267
4843,DATE+,14913,14919,3 2017,267
4844,DATE+,14985,14991,1 2017,267
4845,DATE+,15045,15049,2017,267
4846,DATE+,15094,15098,2017,267
4847,DATE+,15145,15149,2017,267
4848,DATE+,15211,15215,2017,267
4849,DATE+,15246,15252,1 JAAR,267
4850,DATE+,15265,15269,2017,267
4851,DATE+,15300,15306,1 JAAR,267
4852,DATE+,15321,15325,2017,267
4853,DATE+,15358,15362,2017,267
4854,DATE+,15390,15394,2018,267
4855,DATE+,15460,15466,5 2018,267
4856,DATE+,15520,15524,2018,267
4857,DATE+,15569,15573,2018,267
4858,DATE+,15620,15624,2018,267
4859,DATE+,15686,15690,2018,267
4860,DATE+,15721,15727,1 JAAR,267
4861,DATE+,15740,15744,2018,267
4862,DATE+,15775,15781,1 JAAR,267
4863,DATE+,15796,15800,2018,267
4864,DATE+,15833,15837,2018,267
4865,DATE+,15865,15869,2019,267
4866,DATE+,15935,15941,2 2019,267
4867,DATE+,16007,16013,1 2019,267
4868,DATE+,16067,16071,2020,267
4869,DATE+,16137,16143,2 2020,267
4870,DATE+,16209,16215,1 2020,267
4871,DATE+,16344,16348,2021,267
4872,DATE+,16397,16401,2021,267
4873,DATE+,16463,16467,2021,267
8231,ID,9,12,267,267
8232,title,25,67,Besluit_Woo_2022-021_landbouwtellingen.pdf,267
8233,event,119,125,D atum,267
8234,event,257,353,"heeft u, met een beroep op de Wet openbaarheid van bestuur (hierna: Wob), verzocht om informatie",267
8235,event,748,808,ontvangst van uw verzoek is schriftelijk bevestigd bij brief,267
8236,event,863,929,is de Wob ingetrokken en vervangen door de Wet open overheid (Woo),267
8268,DATE+,1104,1115,13 mei 2022,267
4874,c: besluit datum,131,142,8 juli 2022,271
4875,c: verzoek datum,164,176,5 april 2022,271
4876,c: verzoek ontvangen,200,212,6 april 2022,271
4877,c: overig,377,389,2 maart 2022,271
4878,c: ontvangst verzoek bevestigd,583,593,4 mei 2022,271
4879,c: beslistermijn verdaagd,601,613,16 juni 2022,271
4880,c: inwerking treden van Woo,727,737,1 mei 2022,271
4881,c: inwerking treden van Woo,830,835,1 mei,271
4882,DATE+,872,885,10 maart 2022,271
4883,DATE+,994,1002,28/02/22,271
4884,DATE+,1158,1164,morgen,271
4885,DATE+,1374,1382,28/02/22,271
4886,DATE+,1675,1683,28/02/22,271
4887,DATE+,1754,1762,27/02/22,271
4888,DATE+,2214,2222,28/02/22,271
4889,DATE+,2335,2343,01/03/22,271
4890,DATE+,2363,2367,28/2,271
4891,DATE+,2432,2439,2 maart,271
4892,DATE+,2465,2469,2022,271
8237,ID,9,12,271,271
8238,title,25,99,Besluit_Woo_verzoek_toegang_Russische_nieuwsbronnen_edited___sanitized.pdf,271
8241,event,125,130,Datum,271
8242,event,178,196,door mij ontvangen,271
8243,event,524,579,ontvangst van uw verzoek is per e-mailbericht bevestigd,271
8244,event,390,516,"publiceerde op grond waarvan het, kort gezegd, dienstverleners wordt verboden om uitzendingen van RT en Sputnik te faciliteren",271
8245,event,738,769,is de Wob vervangen door de Woo,271
8246,event,614,716,heeft u mij in gebreke gesteld nu u nog geen besluit heeft ontvangen en de beslistermijn is verstreken,271
8248,event,839,848,Woo geldt,271
8266,event,214,300,met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) om informatie verzocht,271
8274,event,777,829,"Woo kent geen overgangsrecht, dit betekent dat vanaf",271
10061,event,153,160,U heeft,271
4893,DATE+,84,92,379 8911,259
4894,c: besluit datum,188,205,13 september 2022,259
4895,DATE+,253,269,19 november 2021,259
4896,c: verzoek datum,373,389,19 november 2021,259
4897,c: verzoek ontvangen,413,429,19 november 2021,259
4898,c: ontvangst verzoek bevestigd,621,637,30 november 2021,259
4899,DATE+,747,762,14 januari 2022,259
4900,DATE+,798,822,downloadlink zeven dagen,259
8249,ID,9,12,259,259
8250,title,25,73,Besluit_Woo-verzoek_inzake_de_eiwittransitie.pdf,259
8251,event,182,187,Datum,259
8253,event,400,409,ontvangen,259
8255,event,638,705,heeft u bericht ontvangen dat uw verzoek in goede orde is ontvangen,259
10062,event,431,503,"heeft u het ministerie van Landbouw, Natuur en Voedselkwaliteit gevraagd",259
4951,c: besluit datum,128,140,30 juni 2022,269
4952,c: verzoek datum,242,255,11 april 2022,269
4953,DATE+,385,389,2013,269
4954,DATE+,391,395,2014,269
4955,DATE+,399,403,2017,269
4956,c: ontvangst verzoek bevestigd,521,534,15 april 2022,269
4957,DATE+,601,612,23 mei 2022,269
4958,c: inwerking treden van Woo,636,646,1 mei 2022,269
4959,DATE+,798,810,30 juni 2022,269
4960,DATE+,1042,1054,30 juni 2022,269
4961,DATE+,1149,1161,30 juni 2022,269
4962,DATE+,1307,1319,30 juni 2022,269
4963,DATE+,2295,2307,30 juni 2022,269
4964,DATE+,2354,2358,2013,269
4965,DATE+,2360,2364,2014,269
4966,DATE+,2368,2372,2017,269
8256,ID,9,12,269,269
8257,title,25,69,Besluit_woo_gecombineerde-opgaven_boksum.pdf,269
8258,event,121,127,D atum,269
8259,event,257,350,"heeft u, met een beroep op de Wet openbaarheid van bestuur (hierna: Wob), informatie verzocht",269
8261,event,647,713,is de Wob ingetrokken en vervangen door de Wet open overheid (Woo),269
8267,event,456,516,ontvangst van uw verzoek is schriftelijk bevestigd bij brief,269
